Matricula,Nombre_estudiante,Programa_academico,Semestre_del_alumno,Alumnos_Acreditados,Plan_de_estudios,Campus
A03372364,Iesha Caron,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05948771,Tangela Glynn,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04640207,Ulrike Dunham,IBQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09634159,Brandie Cloutier,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07519650,Sharie Duke,IBQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03839609,Berna Rosa,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07259907,Dagny Shumate,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A06154949,Mario Shipman,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01136406,Brande Benner,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05235249,Collette Navarro,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02575424,Titus Moulton,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03078433,Inell Negron,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09465640,Gilberto Renteria,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A06365696,Marcy Tierney,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08518581,Latarsha Appleton,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01125012,Del Freese,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05876470,Sachiko Luttrell,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04524240,Dot Hamer,ICI,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04997527,Freida Mcclellan,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02372317,Chu Liles,IBQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A06837766,Kareen Copley,SLD,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03772345,Major Rand,ICI,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07851195,Cristina Karr,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05400527,Violette Huff,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A06724588,Anisha Lunsford,IBQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08091103,Kevin Cervantes,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01639352,Corrina Fortune,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A00669579,Lorita Cyr,ICT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09120727,Earl Croteau,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02898497,Jeannette Loftin,SLD,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A06815275,Grant Lynch,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07020997,Leonore Sellers,ICT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A00069191,Ardith Escobedo,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01823307,Teisha Young,IBQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07196414,Anderson Grossman,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A00026418,Jacelyn Hannon,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04496506,Nyla Strand,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02768901,Bethanie Meredith,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07538893,Charlotte Hidalgo,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A03835679,Ginny Bacon,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09176106,Caroline Vitale,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09473456,Britany Yang,IBQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05143224,Veronique Kidwell,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A06789602,Theo Block,ICT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04839384,Carma Carlton,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02253522,Kieth Etheridge,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08454952,Lisabeth Maxwell,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05568586,Isaura Mcdougal,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01144006,Arla Book,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07446242,Sage Elam,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05154011,Gilma Hartnett,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A00634621,Cory Torrez,IBQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04394772,Catheryn Newby,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05763909,Jonathan Hylton,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05405170,Criselda Feeney,ICT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04270988,Sharee Dias,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A06676170,Madonna Conroy-Brenner,IBQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09564195,Hosea Petit,IBQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08212226,Lahoma Meadows,IBQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08651110,Reuben Smallwood,ICT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07023297,Shea Keeton,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A00986112,Raymonde Fogarty,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05196984,Whitley Forman-Marquez,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09381055,Winnifred Howe,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08022129,Eufemia London,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08348090,Diann Tierney,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A06546363,Chieko Pritchard,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09821105,Melva Hardesty,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09521148,Lemuel Lahr,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A06791784,Teena Grier,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04202359,Ashlie Christiansen,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04913944,Kassie Manzo,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A00937660,Latisha Carr,IBQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A06101756,Kaitlyn Diggs,ICI,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05357061,Love Elizondo,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07257387,Marcela Putman,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09446890,Marcelina Willie,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01556603,Ezra Lindstrom,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04920802,Haywood Wentz,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A06853206,Shawnee Littlejohn,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03544473,Arlean Delarosa,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09370997,Moriah Fleck,IBQ,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09751257,Joy Caswell,ICT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08348898,Ngoc Thomas,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02205497,Anthony Vest,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07687894,Bernie Reis,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A00973997,Bonnie Israel,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01365321,Huong Hilliard,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08643930,Shanita Neuman-Staples,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A06487832,Echo Bailey,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08794745,Ema Kiser,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00302324,Debera Morehead,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07464532,Arminda Rousseau,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03919067,Libby Anderson,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05134493,Wendy Chamberlin,AMC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05906551,Marlyn Haugen,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08687380,Vincenza Cordova,SLD,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A00690866,Ngoc Davis,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02837859,Bill Dietrich,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05206529,Franklyn Blaylock,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08194145,Althea Keister,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08125384,Lizzette Eaves,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01517088,Earlie Douglass,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09964736,Hortensia Bolling,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01944388,Salvador Medina,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07285865,Stacy Colley,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08925663,Neomi Ferraro,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05652318,Ginny Almond,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03167175,Brittny Hanes,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02445092,Gracia Villasenor,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08513458,Victorina Collette,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07776302,Mora Dexter,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07062600,Joana Cruz-Batchelor,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03203899,Zulema Nguyen,CIS,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08829618,Rene Morrell,IBQ,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A06646127,Jude Ryder,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01434428,Ada Jansen,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05992318,Marguerite Matias,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05169004,Hilton Yoon,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A06187169,Azucena Peace,AMC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07762047,Molly Coppola,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A00719986,Haydee Knudsen,IBQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03895492,Magdalen Gilson,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01616163,Wes Ojeda,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01657955,Karisa Cassell,AMC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05218763,Crissy Leal,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01928292,Elden Wilbanks,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07196050,Colton Lawless,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08453579,Jackeline Roush,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07446627,Alica Reid,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04189940,Charlene Oakley,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09662700,Cira Brownell,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03452547,Ahmed Chow,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02913495,Boyce Andrade,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02966167,Jerry Heyward,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02738420,Omega Hendricks,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A00773792,Micheline Childers-Ochoa,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A00994182,Vernetta Sweeney,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02716430,Seema Malone,CIS,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01122443,India Atwell,CIS,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03934636,Zina Bumgarner,AMC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04702269,Hyacinth Rowan,AMC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03438698,Dusti Galarza,ICT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05725586,Oneida Humphreys,CIS,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07974199,Dayna Havens-Beamon,ESC,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A03544346,Carlita Meyer-Bustos,AMC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07214778,Rosemarie Lawson,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00374636,Maxine Cupp,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07276974,Benita Petit,AMC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08932475,Maranda Ontiveros,CIS,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09700472,Lavonia Miles,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01581752,Charmaine Estrella,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02838555,Delinda Rhodes,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07268609,Karrie Patrick,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A06634393,Walker Martino,AMC,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07800817,Liana Sisco,SLD,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02302068,Whitney Geer,IBQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02883920,Anderson Hubbard-Pickard,IBQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03407469,Fermin Belton,IBQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02923535,Gaynelle Pinkney,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01311257,Malik Zimmer,IBQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03596371,Loyce Shapiro,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03201866,Zella Brice,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04376439,Timika Campos,ICI,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A06559322,Johanna Bayer,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04180693,Alysia Langley,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00560708,Celine Pleasant,CIS,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08264921,Hector Murdock,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08280900,Tyron Dewitt,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05007162,Yon Brittain,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04395001,Nikole Dove,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04763760,Earnestine Britton,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08298990,Barrett Luster,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A06722202,Jeannetta Word,AMC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09657118,Beatris Milburn,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05108245,Katheleen Gunther,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04171556,Hildegard Solomon,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A00566602,Galina Rosas,ICI,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A00699854,Ricardo Heck,IBQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04343272,Breana Harry,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03560759,Hermina Alaniz,IBQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05776380,Lisha Spinks,SLD,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A06611693,Evelyne Zamora,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01126438,Stephine Bivens,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08012367,Christy Kee,AMC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A06079388,Majorie Myrick,CIS,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07468969,Leonia Nowak,AMC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08978796,Keena Cobb,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09545863,Mavis Provost,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09910079,Mirian Liddell,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02700113,Epifania Schell,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08576055,Leena Quigley-Rutter,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A06079909,Merlin Wolf-Luciano,IBQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A00070334,Reagan Gavin,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A06293106,Darwin Gonzalez,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03914850,Jacqulyn Pennington,AMC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03693682,Leonardo Crider,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08083181,Eric Boling,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A06406955,Twanna Cardenas,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A06335030,Lyda Croft,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08499328,Kellee Lai,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02846440,Karrie Kasper,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02624597,Jenniffer Reynoso,ICT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02704265,Darrin Jarman,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04161352,Mendy Adams,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A06667602,Vanesa Mcgriff,CIS,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A00039860,Marivel Knudsen,CIS,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01803632,Kristine Freedman,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01696038,Myrtice Whitmire,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02769460,Dan Beaudry,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A00709192,Nickole Mchenry,SLD,,Acreditado(a),TEC21,Otro Campus
A05801303,Cordelia Masters,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02604622,Dagny Blair,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09376826,Cathrine Reardon,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01562057,Cheri Lin,IBQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09282857,Vannessa Bracken,ICT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A00077707,Stacee Bruton,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01562059,Terra Singleton,ICT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A00774236,Doretha Trahan,CIS,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07013241,Merrilee Vickery,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04815872,So Cota,CIS,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03348402,Karrie Holland,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09398524,Stanford Flagg,ICI,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02416728,Iola Nesmith,ICT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05033200,Denver Magnuson,IBQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08922584,Doreatha Bey,IIT,,Acreditado(a),TEC21,Otro Campus
A03673961,Garfield Dillon,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07795212,Mistie Lusk,IBQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03577107,Tomiko Jolley,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04570633,Earle Dye,IBQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04390048,Veronique Stout,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05016483,Florinda Haley,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04824627,Anglea Mitchell,NEG,,Acreditado(a),TEC21,Otro Campus
A06495030,Ardelle Roden,CIS,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03836323,Tiesha Reiter,SLD,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07690581,Annis Olivarez,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A06952267,Brian Olson,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07271456,Hilda Bullock,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08902983,Indira Villareal,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A00609602,Giuseppina Saxon,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07758976,Nevada Joyner,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01240334,Shawn Wentworth,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05212157,Dane Muller,SLD,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07925022,Delia Legg,CIS,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A00477011,Olive Martins,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09597367,Wm Betts,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03786644,Shanna Shephard,CIS,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05663411,Erik Labbe,CIS,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08505321,Neda Childs,CIS,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A00221241,Bea Binkley,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01992865,Jamila Hutchens,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03496886,Berneice Shay,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02989610,Debby Farrington,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09875947,Nicolle Bolin,ICT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A00875252,Leanna Marcus,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03367440,Leola Salcido,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A06185137,Reanna Kruger,AMC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01658329,Sharita Speight,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03880005,Ervin Torres,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07886463,Burl Delossantos,LC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02185615,Dani Mccrory,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00071185,Bradley Keith,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01627661,Larisa Tobias,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03556565,Ardath Doty,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09386417,Berry Eskridge-Sager,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09211100,Odis Pedigo,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05425642,So Fulton,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08324897,Mardell Chin,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08881554,Ester Ferris,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09403617,Melissa Shelby,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08302483,Moon Winston,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09802475,Toya Ruiz,ESC,,Acreditado(a),TEC21,Otro Campus
A04905172,Krystal Sam,ICI,,Acreditado(a),TEC21,Otro Campus
A02985206,Eduardo Pomeroy,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04037751,Phylicia Espinal,ICT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08707762,Antonetta Rupp,ICI,,Acreditado(a),TEC21,Otro Campus
A06216361,Hollie Reyna,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03400748,Weldon Reinhardt,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03243675,Lamont Fay,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02173957,Andria Thigpen,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
